Loc,Item,Description,Botanical Name,Common Name,Product,,,,,,,,,,,,,,,,
OR,06481M,PICEA ORIEN ATROVIRENS,Picea orientalis 'Atrovirens'                               ,Oriental Spruce                                             ,CON,,,,,,,,,,,,,,,,
OR,064785,PICEA PUN GLAUCA FAT ALBERT,Picea pungens 'Fat Albert'                                  ,Fat Albert Colorado Blue Spruce                             ,CON,,,,,,,,,,,,,,,,
OR,064789,PICEA PUN GLAUCA FAT ALBERT,Picea pungens 'Fat Albert'                                  ,Fat Albert Colorado Blue Spruce                             ,CON,,,,,,,,,,,,,,,,
OR,06469MPT,PICEA PUN GLOBOSA,Picea pungens 'Globosa'                                     ,Dwarf Globe Blue Spruce                                     ,CON,,,,,,,,,,,,,,,,
OR,064719,PICEA PUN HOOPSII,Picea pungens 'Hoopsii'                                     ,Hoop's Blue Spruce                                          ,CON,,,,,,,,,,,,,,,,
OR,044635,PICEA PUN ISELI FASTIGATE,Picea pungens 'Iseli fastigiate'                            ,Iseli Fastigiate Spruce                                     ,CON,,,,,,,,,,,,,,,,
OR,064765,PICEA PUN MOERHEIM,Picea pungens 'Moerheim'                                    ,Moerheim Blue Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,064725,PICEA PUN MONTGOMERY,Picea pungens 'Montgomery'                                  ,Montgomery Blue Spruce                                      ,CON,,,,,,,,,,,,,,,,
OR,038745,PICEA PUN SPARKLER R,Picea pungens var. glauca 'MonWal'                          ,Sparkler®  Colorado Blue Spruce,CON,,,,,,,,,,,,,,,,
OR,01939M,PICEA PUN THE BLUES,Picea pungens 'The Blues'                                   ,The Blues Blue Spruce                                       ,CON,,,,,,,,,,,,,,,,
OR,04737M,PICEA PUN THOMPSENII,Picea pungens 'Thompsenii'                                  ,Thompsen Blue Spruce                                        ,CON,,,,,,,,,,,,,,,,
OR,049511,PIERIS J BROOKSIDE MINIATURE,Pieris japonica 'Brookside Miniature'                       ,Brookside Miniature Lily of the Valley                      ,EVS,,,,,,,,,,,,,,,,
OR,04947UT,PIERIS J IMPISH ELF TM PPAF,Pieris japonica 'Shy' P.P.A.F.                              ,Impish Elf®  Lily of the Valley Shrub (Enchanted Fores,EVS,,,,,,,,,,,,,,,,
OR,065251,PIERIS J PURITY,Pieris japonica 'Purity'                                    ,Purity Japanese Lily Of The Valley                          ,EVS,,,,,,,,,,,,,,,,
OR,049491,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,EVS,,,,,,,,,,,,,,,,
OR,049492,PIERIS J TIKI,Pieris japonica 'Tiki'                                      ,Tiki Lily of the Valley Shrub                               ,EVS,,,,,,,,,,,,,,,,
OR,065301,PIERIS J VALLEY ROSE,Pieris japonica 'Valley Rose'                               ,Valley Rose Lily Of The Valley                              ,EVS,,,,,,,,,,,,,,,,
OR,065302,PIERIS J VALLEY ROSE,Pieris japonica 'Valley Rose'                               ,Valley Rose Lily Of The Valley                              ,EVS,,,,,,,,,,,,,,,,
OR,065312,PIERIS J VALLEY VALENTINE,Pieris japonica 'Valley Valentine'                          ,Valley Valentine Lily Of The Valley                         ,EVS,,,,,,,,,,,,,,,,
OR,065321,PIERIS J VARIEGATA,Pieris japonica 'Variegata'                                 ,Variegated Japanese Lily Of The Valley                      ,EVS,,,,,,,,,,,,,,,,
OR,065322,PIERIS J VARIEGATA,Pieris japonica 'Variegata'                                 ,Variegated Japanese Lily Of The Valley                      ,EVS,,,,,,,,,,,,,,,,
OR,065221,PIERIS TAIWAN PRELUDE,Pieris japonica 'Prelude'                                   ,Prelude Lily Of The Valley                                  ,EVS,,,,,,,,,,,,,,,,
OR,065222,PIERIS TAIWAN PRELUDE,Pieris japonica 'Prelude'                                   ,Prelude Lily Of The Valley                                  ,EVS,,,,,,,,,,,,,,,,
OR,065082,PIERIS X FOREST FLAME,Pieris x 'Forest Flame'                                     ,Forest Flame Lily Of The Valley                             ,EVS,,,,,,,,,,,,,,,,
OR,064735,PINUS FLEXILIS CESARINI BLUE,                                                            ,                                                            ,CON,,,,,,,,,,,,,,,,
OR,021545,PINUS KOR SILVERAY,Pinus koraiensis 'Silveray'                                 ,Silveray Korean Pine                                        ,CON,,,,,,,,,,,,,,,,
OR,019405,PINUS MONOPHYLLA,Pinus monophylla                                            ,Singleleaf Pinyon                                           ,CON,,,,,,,,,,,,,,,,
OR,052535PT,PINUS MUGO <RK> VERY COMPACT,                                                            ,                                                            ,CON,,,,,,,,,,,,,,,,
OR,049092,PINUS MUGO BIG TUNA,Pinus mugo 'Big Tuna                                        ,Big Tuna Mugo Pine                                          ,CON,,,,,,,,,,,,,,,,
OR,049095,PINUS MUGO BIG TUNA,Pinus mugo 'Big Tuna                                        ,Big Tuna Mugo Pine                                          ,CON,,,,,,,,,,,,,,,,
OR,032742,PINUS MUGO COMPACT SELECT,Pinus mugo pumilio 'Compact Select'                         ,Compact Mugo Pine                                           ,CON,,,,,,,,,,,,,,,,
OR,032745,PINUS MUGO COMPACT SELECT,Pinus mugo pumilio 'Compact Select'                         ,Compact Mugo Pine                                           ,CON,,,,,,,,,,,,,,,,
OR,065452,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,,,,,,,,,,,,,,,,
OR,065453,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,,,,,,,,,,,,,,,,
OR,065455,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,,,,,,,,,,,,,,,,
OR,065455NT,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,,,,,,,,,,,,,,,,
OR,065455PT,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,,,,,,,,,,,,,,,,
OR,065459NT,PINUS MUGO PUMILIO,Pinus mugo pumilio                                          ,Dwarf Mugo Pine                                             ,CON,,,,,,,,,,,,,,,,
OR,049135,PINUS NIGRA FRANK,Pinus nigra 'Frank'                                         ,Frank's Austrian Pine                                       ,CON,,,,,,,,,,,,,,,,
OR,025685,PINUS PARV BLUE ANGEL PP14169,"Pinus parviflora 'Blue Angel' P.P.# 14,169                  ",Blue Angel White Pine                                       ,CON,,,,,,,,,,,,,,,,
OR,046425,PINUS PARVIFLORA GLAUCA NANA,Pinus parviflora 'Glauca Nana'                              ,Dwarf Japanese White Pine                                   ,CON,,,,,,,,,,,,,,,,
OR,065495,PINUS STROBUS NANA,Pinus strobus 'Nana'                                        ,Dwarf Eastern White Pine                                    ,CON,,,,,,,,,,,,,,,,
OR,065535,PINUS SYL GLAUCA NANA,Pinus sylvestris 'Glauca Nana'                              ,Dwarf Scotch Pine                                           ,CON,,,,,,,,,,,,,,,,
OR,049145,PINUS SYL GLOBOSA VIRIDIS,Pinus sylvestris 'Globosa Viridis'                          ,Dwarf Twisted Scotch Pine                                   ,CON,,,,,,,,,,,,,,,,
OR,046835,PINUS THUN THUNDERHEAD,Pinus thunbergii 'Thunderhead'                              ,Thunderhead Japanese Black Pine                             ,CON,,,,,,,,,,,,,,,,
OR,090835,PITT ILL FORMOSAN FINGERS TM,Pittosporum illiciodes 'MonToroko'                          ,Formosan Fingers™  Pittosporum,EVS,,,,,,,,,,,,,,,,
OR,016582,PITT TEN GOLF BALL P15329,"Pittosporum tenuifolium 'Golf Ball' P.P. #15,329            ",Golf Ball Kohuhu                                            ,EVS,,,,,,,,,,,,,,,,
OR,016585,PITT TEN GOLF BALL P15329,"Pittosporum tenuifolium 'Golf Ball' P.P. #15,329            ",Golf Ball Kohuhu                                            ,EVS,,,,,,,,,,,,,,,,
OR,016802,PITT TEN OLIVER TWIST,Pittosporum tenuifolium 'Oliver Twist'                      ,Oliver Twist Kohuhu                                         ,EVS,,,,,,,,,,,,,,,,
OR,016805,PITT TEN OLIVER TWIST,Pittosporum tenuifolium 'Oliver Twist'                      ,Oliver Twist Kohuhu                                         ,EVS,,,,,,,,,,,,,,,,
OR,051422,PITT TEN TASMAN RUFFLES,Pittosporum tenuifolium 'Tasman Ruffles'                    ,Tasman Ruffles Pittosporum                                  ,EVS,,,,,,,,,,,,,,,,
OR,051425,PITT TEN TASMAN RUFFLES,Pittosporum tenuifolium 'Tasman Ruffles'                    ,Tasman Ruffles Pittosporum                                  ,EVS,,,,,,,,,,,,,,,,
OR,091025,PITT TEN WRINKLED BLUE,Pittosporum tenuifolium 'Wrinkled Blue'                     ,Wrinkled Blue Kohuhu                                        ,EVS,,,,,,,,,,,,,,,,
OR,035142,PODOCARPUS ALP BLUE GEM,Podocarpus alpinus 'Blue Gem'                               ,Blue Gem Alpine Plum Yew                                    ,CON,,,,,,,,,,,,,,,,
OR,035112,PODOCARPUS LAW BLUE TREASURE,Podocarpus lawrencei 'Blue Treasure'                        ,Blue Treasure Mountain Plum Pine                            ,CON,,,,,,,,,,,,,,,,
OR,066692,POTENTILLA ABBOTSWOOD,Potentilla fruticosa 'Abbotswood'                           ,Abbotswood Potentilla                                       ,DCS,,,,,,,,,,,,,,,,
OR,066685,POTENTILLA GOLDFINGER,Potentilla fruticosa 'Goldfinger'                           ,Goldfinger Potentilla                                       ,DCS,,,,,,,,,,,,,,,,
OR,086651,POTENTILLA PINK BEAUTY P9874,Potentilla fruticosa 'Pink Beauty' P.P.# 9874               ,Pink Beauty Potentilla                                      ,DCS,,,,,,,,,,,,,,,,
OR,066771,POTENTILLA RED ACE,Potentilla fruticosa 'Red Ace'                              ,Red Ace Potentilla                                          ,DCS,,,,,,,,,,,,,,,,
OR,066772,POTENTILLA RED ACE,Potentilla fruticosa 'Red Ace'                              ,Red Ace Potentilla                                          ,DCS,,,,,,,,,,,,,,,,
OR,066741,POTENTILLA SUNSET,Potentilla fruticosa 'Sunset'                               ,Sunset Potentilla                                           ,DCS,,,,,,,,,,,,,,,,
OR,053845,PROSTANTHERA CUN BADJA PEAK,Prostanthera cuneata 'Badja Peak'                           ,Badja Peak Mint Bush                                        ,EVS,,,,,,,,,,,,,,,,
OR,066835,PRUNUS CER KRAUTER VESUVIUS,Prunus cerasifera 'Krauter Vesuvius'                        ,Krauter Vesuvius Purple Leaf Plum                           ,TRE,,,,,,,,,,,,,,,,
OR,066885,PRUNUS CER THUNDERCLOUD,Prunus cerasifera 'Thundercloud'                            ,Thundercloud Purple Leaf Plum                               ,TRE,,,,,,,,,,,,,,,,
OR,031815,PRUNUS CRMSON POINTE TM P19564,"Prunus x cerasifera 'Cripoizam' P.P. #19,564                ",Crimson Pointe™  Flowering Plum,TRE,,,,,,,,,,,,,,,,
OR,016525,PRUNUS DREAM CATCHER,Prunus 'Dream Catcher'                                      ,Dream Catcher Flowering Cherry                              ,TRE,,,,,,,,,,,,,,,,
OR,019095,PRUNUS LAUR ETNA,Prunus laurocerasus 'Anbri'                                 ,Etna English Laurel                                         ,EVS,,,,,,,,,,,,,,,,
OR,067101,PRUNUS LAUR MT VERNON,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,EVS,,,,,,,,,,,,,,,,
OR,067102,PRUNUS LAUR MT VERNON,Prunus laurocerasus 'Mount Vernon'                          ,Mount Vernon English Laurel                                 ,EVS,,,,,,,,,,,,,,,,
OR,067177,PRUNUS LAUR SCHIPKAENSIS,Prunus laurocerasus 'Schipkaensis'                          ,Schipka Cherry Laurel                                       ,EVS,,,,,,,,,,,,,,,,
OR,067051,PRUNUS LAUROCERASUS,Prunus laurocerasus                                         ,English Laurel                                              ,EVS,,,,,,,,,,,,,,,,
OR,067055,PRUNUS LAUROCERASUS,Prunus laurocerasus                                         ,English Laurel                                              ,EVS,,,,,,,,,,,,,,,,
OR,067051C,PRUNUS LAUROCERASUS (CA CERT),Prunus laurocerasus                                         ,English Laurel                                              ,EVS,,,,,,,,,,,,,,,,
OR,067055C,PRUNUS LAUROCERASUS (CA CERT),Prunus laurocerasus                                         ,English Laurel                                              ,EVS,,,,,,,,,,,,,,,,
OR,066955,PRUNUS PEN PLENO ROSEA,Prunus pendula 'Pleno-rosea'                                ,Double Weeping Rosebud Cherry                               ,TRE,,,,,,,,,,,,,,,,
OR,028025,PRUNUS SER ANGELS BLSH R TAIZO,Prunus serrulata 'Taizo'                                    ,Angel's Blush®  Flowering Cherry,TRE,,,,,,,,,,,,,,,,
OR,066915,PRUNUS SER KWANZAN,Prunus serrulata 'Kwanzan'                                  ,Kwanzan Flowering Cherry                                    ,TRE,,,,,,,,,,,,,,,,
OR,066945,PRUNUS SER MOUNT FUJI,Prunus serrulata 'Mount Fuji'                               ,Mount Fuji Japanese Flowering Cherry                        ,TRE,,,,,,,,,,,,,,,,
OR,081785,PRUNUS VIR CANADA RED,Prunus virginiana 'Canada Red'                              ,Canada Red Chokecherry                                      ,TRE,,,,,,,,,,,,,,,,
OR,043395,PRUNUS WEEPING EXTRAORDNARE TM,Prunus x 'Extrazam' Weeping Extraordinaire™ ,Weeping Extraordinaire™  Double Flowering Cherry,TRE,,,,,,,,,,,,,,,,
OR,066985,PRUNUS X YEDOENSIS AKEBONO,Prunus x yedoensis 'Akebono'                                ,Akebono Yoshino Cherry                                      ,TRE,,,,,,,,,,,,,,,,
OR,043082,PSEUDOPANAX LAETUS KIWI GEM TM,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,EVS,,,,,,,,,,,,,,,,
OR,043085,PSEUDOPANAX LAETUS KIWI GEM TM,Pseudopanax laetus                                          ,Kiwi Gem™  Shrub Panax,EVS,,,,,,,,,,,,,,,,
OR,069455,QUERCUS PALUSTRIS,Quercus palustris                                           ,Pin Oak                                                     ,TRE,,,,,,,,,,,,,,,,
OR,069315,QUERCUS ROBUR FASTIGIATA,Quercus robur 'Fastigiata'                                  ,Columnar English Oak                                        ,TRE,,,,,,,,,,,,,,,,
OR,069255,QUERCUS RUBRA,Quercus rubra                                               ,Northern Red Oak                                            ,TRE,,,,,,,,,,,,,,,,
OR,046751,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,EVS,,,,,,,,,,,,,,,,
OR,046752,RHAPH U RUTRHAPH STHRN MOON TM,"Rhaphiolepis umbellata 'RutRhaph1' P.P.# 20,730             ",Southern Moon®  Yedda Hawthorn,EVS,,,,,,,,,,,,,,,,
OR,030461,RHOD (H-1) ELVIIRA,Rhododendron 'Elviira' (H-1)                                ,Elviira Rhododendron                                        ,RHO,,,,,,,,,,,,,,,,
OR,016222,RHOD (H-1) HELLIKKI,Rhododendron x 'Hellikki' (H-1)                             ,Hellikki Rhododendron                                       ,RHO,,,,,,,,,,,,,,,,
OR,016232,RHOD (H-1) HELSINKI UNIVERSITY,Rhododendron x 'Helsinki University' (H-1)                  ,Helsinki University Rhododendron                            ,RHO,,,,,,,,,,,,,,,,
OR,009751,RHOD (H-1) NOVA ZEMBLA,Rhododendron x 'Nova Zembla' (H-1)                          ,Nova Zembla Rhododendron                                    ,RHO,,,,,,,,,,,,,,,,
OR,009755,RHOD (H-1) NOVA ZEMBLA,Rhododendron x 'Nova Zembla' (H-1)                          ,Nova Zembla Rhododendron                                    ,RHO,,,,,,,,,,,,,,,,
OR,009972,RHOD (H-1) PURPLE GEM,Rhododendron x 'Purple Gem' (H-1)                           ,Purple Gem Rhododendron                                     ,RHO,,,,,,,,,,,,,,,,
OR,010052,RHOD (H-1) RAMAPO,Rhododendron x 'Ramapo' (H-1)                               ,Ramapo Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,010055,RHOD (H-1) RAMAPO,Rhododendron x 'Ramapo' (H-1)                               ,Ramapo Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,010155,RHOD (H-1) ROSEUM ELEGANS,Rhododendron x 'Roseum Elegans' (H-1)                       ,Roseum Elegans Rhododendron                                 ,RHO,,,,,,,,,,,,,,,,
OR,019772,RHOD (H-1) RTR HOOPLA,Rhododendron x 'Hoopla' (H-1) Raise the Roof®  Series,Hoopla Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,020195,RHOD (H-1) RTR MARCH MADNESS,Rhododendron x 'March Madness' (H-1) Raise the Roof® ,March Madness Rhododendron                                  ,RHO,,,,,,,,,,,,,,,,
OR,019742,RHOD (H-1) RTR SLAM DUNK,Rhododendron x 'Slam Dunk' (H-1) Raise the Roof®  Seri,Slam Dunk Rhododendron                                      ,RHO,,,,,,,,,,,,,,,,
OR,009202,RHOD (H-2) CUNNINGHAM'S WHITE,Rhododendron x 'Cunningham's White' (H-2)                   ,Cunningham's White Rhododendron                             ,RHO,,,,,,,,,,,,,,,,
OR,009255,RHOD (H-2) DAPHNOIDES,Rhododendron x 'Daphnoides' (H-2)                           ,Daphnoides Rhododendron                                     ,RHO,,,,,,,,,,,,,,,,
OR,009435,RHOD (H-2) GOMER WATERER,Rhododendron x 'Gomer Waterer' (H-2)                        ,Gomer Waterer Rhododendron                                  ,RHO,,,,,,,,,,,,,,,,
OR,009562,RHOD (H-2) LOOKING GLASS,Rhododendron x 'Looking Glass' (H-2)                        ,Looking Glass Rhododendron                                  ,RHO,,,,,,,,,,,,,,,,
OR,009565,RHOD (H-2) LOOKING GLASS,Rhododendron x 'Looking Glass' (H-2)                        ,Looking Glass Rhododendron                                  ,RHO,,,,,,,,,,,,,,,,
OR,009552,RHOD (H-2) LORD ROBERTS,Rhododendron x 'Lord Roberts' (H-2)                         ,Lord Roberts Rhododendron                                   ,RHO,,,,,,,,,,,,,,,,
OR,009555,RHOD (H-2) LORD ROBERTS,Rhododendron x 'Lord Roberts' (H-2)                         ,Lord Roberts Rhododendron                                   ,RHO,,,,,,,,,,,,,,,,
OR,010072,RHOD (H-2) ROCKET,Rhododendron x 'Rocket' (H-2)                               ,Rocket Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,010075,RHOD (H-2) ROCKET,Rhododendron x 'Rocket' (H-2)                               ,Rocket Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,010202,RHOD (H-2) SCARLET WONDER DWRF,Rhododendron x 'Scarlet Wonder' (H-2)                       ,Scarlet Wonder Dwarf Rhododendron                           ,RHO,,,,,,,,,,,,,,,,
OR,010191,RHOD (H-2) SNEEZY,Rhododendron x 'Sneezy' (H-2)                               ,Sneezy Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,010192,RHOD (H-2) SNEEZY,Rhododendron x 'Sneezy' (H-2)                               ,Sneezy Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,010252,RHOD (H-2) TRILBY,Rhododendron x 'Trilby' (H-2)                               ,Trilby Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,010255,RHOD (H-2) TRILBY,Rhododendron x 'Trilby' (H-2)                               ,Trilby Rhododendron                                         ,RHO,,,,,,,,,,,,,,,,
OR,010405,RHOD (H-2) VULCAN,Rhododendron x 'Vulcan' (H-2)                               ,VULCAN RHODODENDRON                                         ,RHO,,,,,,,,,,,,,,,,
OR,010521,RHOD (H-2) YAKU PRINCESS,Rhododendron x 'Yaku Princess' (H-2)                        ,Yaku Princess Rhododendron                                  ,RHO,,,,,,,,,,,,,,,,
OR,010522,RHOD (H-2) YAKU PRINCESS,Rhododendron x 'Yaku Princess' (H-2)                        ,Yaku Princess Rhododendron                                  ,RHO,,,,,,,,,,,,,,,,
OR,008805,RHOD (H-3) ANNA ROSE WHITNEY,Rhododendron x 'Anna Rose Whitney' (H-3)                    ,Anna Rose Whitney Rhododendron                              ,RHO,,,,,,,,,,,,,,,,
OR,009502,RHOD (H-3) JEAN MARIE DE MNTGE,Rhododendron x 'Jean Marie de Montague' (H-3)               ,Jean Marie De Montague Rhododendron                         ,RHO,,,,,,,,,,,,,,,,
OR,009505,RHOD (H-3) JEAN MARIE DE MNTGE,Rhododendron x 'Jean Marie de Montague' (H-3)               ,Jean Marie De Montague Rhododendron                         ,RHO,,,,,,,,,,,,,,,,
OR,026385,RHOD (H-3) RAC ROCK ROSE,Rhododendron racemosum 'Rock Rose'                          ,Rock Rose Rhododendron                                      ,RHO,,,,,,,,,,,,,,,,
OR,010355,RHOD (H-3) VIRGINIA RICHARDS,Rhododendron x 'Virginia Richards' (H-3)                    ,Virginia Richards Rhododendron                              ,RHO,,,,,,,,,,,,,,,,
OR,009311,RHOD (H-3) YAKU DREAMLAND,Rhododendron x 'Dreamland' (Yakushima hybrid) (H-3)         ,Dreamland Rhododendron                                      ,RHO,,,,,,,,,,,,,,,,
OR,009312,RHOD (H-3) YAKU DREAMLAND,Rhododendron x 'Dreamland' (Yakushima hybrid) (H-3)         ,Dreamland Rhododendron                                      ,RHO,,,,,,,,,,,,,,,,
OR,010502,RHOD (H-3) YELLOW PETTICOATS,Rhododendron x 'Yellow Petticoats' (H-3)                    ,Yellow Petticoats Rhododendron                              ,RHO,,,,,,,,,,,,,,,,
OR,024582,ROSA CARAMBA TM PP13396,Rosa x 'Tanabamar' P.P.# 13396                              ,Caramba®  Shrub Rose,ROS,,,,,,,,,,,,,,,,
OR,024632,ROSA CHATEAU MERLOT TM PP12190,Rosa x 'Tanoronez' P.P.# 12190                              ,Chateau Merlot®  Shrub Rose,ROS,,,,,,,,,,,,,,,,
OR,036292,ROSA FLWR CAR R AMBER PPAF,Rosa x 'NOA97400A' P.P.A.F.                                 ,Flower Carpet®  Amber Groundcover Rose,ROS,,,,,,,,,,,,,,,,
OR,069292,ROSA FLWR CAR R APLBLSM P10239,Rosa x 'Noamel' P.P.# 10239                                 ,Flower Carpet®  Appleblossom Groundcover Rose,ROS,,,,,,,,,,,,,,,,
OR,069782,ROSA FLWR CAR R PINK,Rosa x 'Noatraum'                                           ,Flower Carpet®  Pink Groundcover Rose,ROS,,,,,,,,,,,,,,,,
OR,079572,ROSA FLWR CAR R PNK SPLSH PPAF,Rosa x 'Noasplash' P.P.A.F.                                 ,Flower Carpet®  Pink Splash Groundcover Rose,ROS,,,,,,,,,,,,,,,,
OR,071602,ROSA FLWR CAR R RED P11308,Rosa x 'Noare' P.P.# 11308                                  ,Flower Carpet®  Red Groundcover Rose,ROS,,,,,,,,,,,,,,,,
OR,036312,ROSA FLWR CAR R SCARLET P17373,"Rosa x 'NOA83100B' P.P. #17,373                             ",Flower Carpet®  Scarlet Groundcover Rose,ROS,,,,,,,,,,,,,,,,
OR,011622S,ROSA KNCK OUT R P11836 (RED),Rosa x 'Radrazz' P.P.# 11836                                ,Knock Out®  Shrub Rose,ROS,,,,,,,,,,,,,,,,
OR,022152S,ROSA KNCK OUT R P15070 (PINK),Rosa x 'Radcon' P.P.# 15070                                 ,Pink Knock Out®  Rose,ROS,,,,,,,,,,,,,,,,
OR,081302,ROSA SWT SPOT TM CALYPSO PPAF,Rosa L. hybrid var. 'IntRos01' P.P.A.F.                     ,Sweet Spot™  Calypso Rose,ROS,,,,,,,,,,,,,,,,
OR,081502,ROSA SWT SPOT TM PEACH PPAF,Rosa L. hybrid var. 'IntRos02' P.P.A.F.                     ,Sweet Spot™  Peach Rose,ROS,,,,,,,,,,,,,,,,
OR,081392,ROSA SWT SPOT TM YELLOW PPAF,Rosa L. hybrid var. 'IntRos03' P.P.A.F.                     ,Sweet Spot™  Yellow Rose,ROS,,,,,,,,,,,,,,,,
OR,058915ST,ROSA-CL-WILLIAM BAFFIN,Rosa x 'William Baffin'                                     ,William Baffin Climbing Rose                                ,ROS,,,,,,,,,,,,,,,,
OR,020491,ROSMARINUS OFF ARP,Rosmarinus officinalis 'Arp'                                ,Arp Rosemary                                                ,EVS,,,,,,,,,,,,,,,,
OR,020492,ROSMARINUS OFF ARP,Rosmarinus officinalis 'Arp'                                ,Arp Rosemary                                                ,EVS,,,,,,,,,,,,,,,,
OR,084941,ROSMARINUS OFF SPICE ISLANDS,Rosmarinus officinalis 'Spice Islands'                      ,Spice Islands Rosemary                                      ,EVS,,,,,,,,,,,,,,,,
OR,070281,ROSMARINUS OFF TUSCAN BLUE,Rosmarinus officinalis 'Tuscan Blue'                        ,Tuscan Blue Rosemary                                        ,EVS,,,,,,,,,,,,,,,,
OR,041361,ROSMARINUS ROMAN BTY PP18192,"Rosmarinus officinalis 'Roman Beauty' P.P.# 18,192          ",Roman Beauty Rosemary                                       ,EVS,,,,,,,,,,,,,,,,
OR,070331,RUBUS BLACK SATIN BLACKBERRY,Rubus subgenus Rubus Watson 'Black Satin'                   ,Black Satin Blackberry                                      ,DCS,,,,,,,,,,,,,,,,
OR,070331S,RUBUS BLACK SATIN BLACKBERRY,Rubus subgenus Rubus Watson 'Black Satin'                   ,Black Satin Blackberry                                      ,DCS,,,,,,,,,,,,,,,,
OR,025961,RUBUS CALYCINOIDES,Rubus calycinoides                                          ,Creeping Bramble                                            ,PRN,,,,,,,,,,,,,,,,
OR,079382,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,DCS,,,,,,,,,,,,,,,,
OR,079389,RUBUS RSPBRY SHRTCKE TM P22141,"Rubus idaeus 'NR7' P.P. #22,141                             ",BrazelBerries®  Raspberry Shortcake™  Dwarf Thor,DCS,,,,,,,,,,,,,,,,
OR,071011,RUDBECKIA FULGIDA GOLDSTURM,Rudbeckia fulgida var. sullivantii 'Goldsturm'              ,Goldsturm Black Eyed Susan                                  ,PRN,,,,,,,,,,,,,,,,
OR,070465,SALIX CAP KILMARNOCK(S C PEND),Salix caprea 'Kilmarnock'                                   ,Kilmarnock Willow                                           ,TRE,,,,,,,,,,,,,,,,
OR,070615PT,SALIX INTEGRA HAKURO NISHIKI,Salix integra 'Hakuro Nishiki'                              ,Dappled Willow                                              ,DCS,,,,,,,,,,,,,,,,
OR,086705,SALIX PURPUREA CANYON BLUE,Salix purpurea 'Canyon Blue'                                ,Canyon Blue Arctic Blue Leaf Willow                         ,DCS,,,,,,,,,,,,,,,,
OR,412691,SALVIA NEM BLUE MARVEL PPAF,Salvia nemorosa 'Blue Marvel'                               ,Blue Marvel Salvia                                          ,PRN,,,,,,,,,,,,,,,,
OR,070591,SALVIA NEMOROSA EAST FRIESLAND,Salvia nemorosa 'East Friesland'                            ,East Friesland Meadow Sage                                  ,PRN,,,,,,,,,,,,,,,,
OR,407941,SALVIA SNSATION R DEEP ROS PAF,Salvia nemorosa 'Sensation Deep Rose' P.P.A.F.              ,Sensation Deep Rose Salvia                                  ,PRN,,,,,,,,,,,,,,,,
OR,400271,SALVIA SNSATION R SKY BLUE PAF,Salvia nemerosa 'Sky Blue' P.P.A.F.                         ,Sensation®  Sky Blue Sage,PRN,,,,,,,,,,,,,,,,
OR,030321,SALVIA X SYL SNOW HILL,Salvia x sylvestris 'Snow Hill'                             ,Snow Hill Meadow Sage                                       ,PRN,,,,,,,,,,,,,,,,
OR,035945,SAMBUCUS BLACK LACE TM PP15575,"Sambucus nigra 'Eva' P.P. #15,575, C.B.R. #2,633            ",Black Lace™  Elderberry,DCS,,,,,,,,,,,,,,,,
OR,070401,SANTOLINA CHAMAECYPARISSUS,Santolina chamaecyparissus                                  ,Lavender Cotton                                             ,PRN,,,,,,,,,,,,,,,,
OR,076641,SAXIFRAGA FORT BERRY BRIGHT TM,Saxifraga fortunei 'Magenta'                                ,Berry Bright™  Saxifrage,PRN,,,,,,,,,,,,,,,,
OR,076731,SAXIFRAGA FORTUNEI PINK ELF R,Saxifraga fortunei                                          ,Pink Elf®  Saxifrage,PRN,,,,,,,,,,,,,,,,
OR,070971,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,PRN,,,,,,,,,,,,,,,,
