Item#,Item#,Size,Size Description,Item Description,Common
079102,7910,2,#2,ALOE HYBRID ALWAYS RED TM,Always Red ™ hybrid Aloe
077801,7780,1,#1,ALOE HYBRID CARMINE TM,Retro Succulents ® Carmine ™
063791,6379,1,#1,ALOE HYBRID CHRISTMAS CAROL,Christmas Carol Aloe
077811,7781,1,#1,ALOE HYBRID DONNIE TM,Retro Succulents ® Donnie ™
077781,7778,1,#1,ALOE HYBRID GUIDO TM,Retro Succulents ® Guido ™ A
077791,7779,1,#1,ALOE HYBRID SAL TM,Retro Succulents ® Sal ™ Alo
079112,7911,2,#2,ALOE HYBRID SUPER RED R,Super Red ® Hybrid Aloe
079122,7912,2,#2,ALOE MACULATA,Soap Aloe
075171,7517,1,#1,ALOE PINK BLUSH,Pink Blush Aloe
047322,4732,2,#2,ALOE POLYPHYLLA,Spiral Aloe
064221,6422,1,#1,ALOE RUDIKOPPE,Little Red Riding Hood Aloe
064221S,6422,1S,SuperOne TM,ALOE RUDIKOPPE,Little Red Riding Hood Aloe
064222,6422,2,#2,ALOE RUDIKOPPE,Little Red Riding Hood Aloe
079132,7913,2,#2,ALOE SAPONARIA,
064232,6423,2,#2,ALOE STRIATA,Coral Aloe
064235,6423,5,#5,ALOE STRIATA,Coral Aloe
069051S,6905,1S,SuperOne TM,ALOE VARIEGATA,Tiger Aloe
069055,6905,5,#5,ALOE VARIEGATA,Tiger Aloe
069061,6906,1,#1,ALOE X SPINOSISSIMA,Spider Aloe
06389UT,6389,UT,LittleOne,ALOYSIA TRIPHYLLA,Lemon Verbena
002001S,200,1S,SuperOne TM,ALPINIA ZERUMBET VARIEGATA,Variegated Shell Ginger
002002,200,2,#2,ALPINIA ZERUMBET VARIEGATA,Variegated Shell Ginger
002005,200,5,#5,ALPINIA ZERUMBET VARIEGATA,Variegated Shell Ginger
087242,8724,2,#2,ALST AMINA R PRNCSS LILIES R,Amina ® Princess Lilies ®
021972,2197,2,#2,ALST ANOUSKA R PS LLS R P15987,Anouska ® Princess Lilies ®
087262,8726,2,#2,ALST ELIANE R PRNCSS LILIES R,Eliane ® Princess Lilies ®
055002,5500,2,#2,ALST FABIANA R PS LLS R P19395,Fabiana ® Princess Lilies ®
018092,1809,2,#2,ALST IVANA R PS LLS R P14131,Ivana ® Princess Lilies ®
028452,2845,2,#2,ALST JULIETTA R PS LS R P16039,Julietta ® Princess Lilies ®
003292,329,2,#2,ALST LETIZIA R PS LLS R P19320,Letizia ® Princess Lilies ®
087252,8725,2,#2,ALST LOUISE R PRNCSS LILIES R,Louise ® Princess Lilies ®
018082,1808,2,#2,ALST OXANA R PS LLS R P14075,Oxana ® Princess Lilies ®
018072,1807,2,#2,ALST PAOLA R PS LLS R P11145,Paola ® Princess Lilies ®
066382,6638,2,#2,ALST ROCK AND ROLL R PP21001,Rock and Roll ® Peruvian Lily
018252,1825,2,#2,ALST SARA R PS LLS R P14080,Sara ® Princess Lilies ®
055152,5515,2,#2,ALST THRSA R PRNCS LS R P18055,Theresa ® Princess Lilies ®
096532,9653,2,#2,ALST INTICANCHA R BRYCE,Inticancha ® Bryce
096502,9650,2,#2,ALST INTICANCHA R MACHU,Inticancha ® Machu
096522,9652,2,#2,ALST INTICANCHA R NAVAYO,Inticancha ® Navayo
096482,9648,2,#2,ALST INTICANCHA R PURPLE,Inticancha ® Purple
096492,9649,2,#2,ALST INTICANCHA R SUNLIGHT,Inticancha ® Sunlight
096542,9654,2,#2,ALST INTICANCHA R WHITE,Inticancha ® White
096512,9651,2,#2,ALST INTICANCHA R WHT BLSH PNK,Inticancha ® White Blush Pink
040311,4031,1,#1,ALYOGYNE LEON'S PUR DELIGHT TM,Leon's Purple Delight ™ Lilac Hibi
040315,4031,5,#5,ALYOGYNE LEON'S PUR DELIGHT TM,Leon's Purple Delight ™ Lilac Hibi
040315PT,4031,5PT,#5 PATIO TREE,ALYOGYNE LEON'S PUR DELIGHT TM,Leon's Purple Delight ™ Lilac Hibi
040315ST,4031,5ST,#5 STAKED,ALYOGYNE LEON'S PUR DELIGHT TM,Leon's Purple Delight ™ Lilac Hibi
002381,238,1,#1,ALYOGYNE PURPLE DELIGHT TM,Purple Delight ™ Lilac Hibiscus
002385,238,5,#5,ALYOGYNE PURPLE DELIGHT TM,Purple Delight ™ Lilac Hibiscus
002385PT,238,5PT,#5 PATIO TREE,ALYOGYNE PURPLE DELIGHT TM,Purple Delight ™ Lilac Hibiscus
002421,242,1,#1,ALYOGYNE SANTA CRUZ,Lilac Hibiscus
002425,242,5,#5,ALYOGYNE SANTA CRUZ,Lilac Hibiscus
002425PT,242,5PT,#5 PATIO TREE,ALYOGYNE SANTA CRUZ,Lilac Hibiscus
002425ST,242,5ST,#5 STAKED,ALYOGYNE SANTA CRUZ,Lilac Hibiscus
021421,2142,1,#1,ALYSSUM SAX GOLDKUGEL,Goldkugel Basket Of Gold
002535,253,5,#5,AMEL AUTUMN BRILLIANCE R,Autumn Brilliance ® Apple Serviceb
070541,7054,1,#1,AMSONIA BLUE ICE,Blue Star Flower
035341,3534,1,#1,AMSONIA HUBRICHTII,Arkansas Blue Star
01663UT,1663,UT,LittleOne,ANDROMEDA POL BLUE ICE,Blue Ice Bog Rosemary
016631,1663,1,#1,ANDROMEDA POL BLUE ICE,Blue Ice Bog Rosemary
016632,1663,2,#2,ANDROMEDA POL BLUE ICE,Blue Ice Bog Rosemary
00257UT,257,UT,LittleOne,ANDROSACE LANUGINOSA,Rock Jasmine
002571,257,1,#1,ANDROSACE LANUGINOSA,Rock Jasmine
047861,4786,1,#1,ANEMONE MULTIFIDA RUBRA,
00074UT,74,UT,LittleOne,ANEMONE PULSATILLA,Pasque Flower
065991,6599,1,#1,ANEMONE SEPTEMBER CHARM,September Charm Japanese Anemone
002741,274,1,#1,ANEMONE SYLVESTRIS,Snowdrop Anemone
000761,76,1,#1,ANEMONE VIT ROBUSTISSIMA,Grape Leaf Anemone
026961,2696,1,#1,ANEMONE X ANDREA ATKINSON,Andrea Atkinson Japanese Anemone
015931,1593,1,#1,ANEMONE X HONORINE JOBERT,Honorine Jobert Japanese Anemone
038561,3856,1,#1,ANEMONE X SERENADE,Serenade Japanese Anemone
039021,3902,1,#1,ANEMONE X WILD SWAN TM PP23132,Wild Swan ™ Hybrid Anemone
039022,3902,2,#2,ANEMONE X WILD SWAN TM PP23132,Wild Swan ™ Hybrid Anemone
045461,4546,1,#1,ANIGOZANTHOS BUSH PEARL,Bush Pearl Kangaroo Paws
047341,4734,1,#1,ANIGOZANTHOS BUSH SUNSET,Bush Sunset Kanaroo Paws
077521,7752,1,#1,ANISO SLIGHTLY STRAWBERRY PPAF,
002651,265,1,#1,ANTIGONON LEPTOPUS,Queen's Wreath
05908UT,5908,UT,LittleOne,AQUILEGIA C LITTLE LANTERNS,Little Lanterns Columbine
037331,3733,1,#1,AQUILEGIA CAE ORIGAMI BLU & WT,Origami Blue & White Columbine
029351,2935,1,#1,AQUILEGIA CAE ORIGAMI MIX,Origami Mix Columbine
045921,4592,1,#1,AQUILEGIA CAE ORIGAMI PNK & WT,Origami Pink & White Columbine
036901,3690,1,#1,AQUILEGIA CAE ORIGAMI RED & WT,Origami Red & White Columbine
04593UT,4593,UT,LittleOne,AQUILEGIA CAE ORIGAMI YELLOW,Origami Yellow Columbine
045931,4593,1,#1,AQUILEGIA CAE ORIGAMI YELLOW,Origami Yellow Columbine
075831,7583,1,#1,AQUILEGIA CANADENSIS,
00272UT,272,UT,LittleOne,AQUILEGIA FLA CAMEO BLUE & WT,Cameo Series Blue & White Columbine
020891,2089,1,#1,AQUILEGIA TEXAS GOLD,Texas Gold Columbine
05909UT,5909,UT,LittleOne,AQUILEGIA WINKY DBL RED & WT,Winky Double Red & White Columbine
055482,5548,2,#2,ARALIA CORDATA GOTEMBA,Gotemba Golden Japanese Spikenard
055485,5548,5,#5,ARALIA CORDATA GOTEMBA,Gotemba Golden Japanese Spikenard
044359,4435,9,#15,ARAUCARIA ARAUCANA,
002901,290,1,#1,ARBUTUS UNEDO COMPACTA,Compact Strawberry Bush
002905,290,5,#5,ARBUTUS UNEDO COMPACTA,Compact Strawberry Bush
00290M,290,M,#10 Squat,ARBUTUS UNEDO COMPACTA,Compact Strawberry Bush
002921,292,1,#1,ARBUTUS X MARINA,Marina Strawberry Tree
002925MU,292,5MU,#5 CLUMP,ARBUTUS X MARINA,Marina Strawberry Tree
069071,6907,1,#1,ARCTO RAVERS R ARC OF FIRE TM,The RAVERS ® Arc of Fire ™ A
077531,7753,1,#1,ARCTO RAVERS R BUMBLE BEE,The Ravers ® Bumblebee ™
069091,6909,1,#1,ARCTO RAVERS R CHERRY FROST TM,The RAVERS ® Cherry Frost ™
069111,6911,1,#1,ARCTO RAVERS R PEACHY MANGO TM,The RAVERS ® Peachy Mango ™
069121,6912,1,#1,ARCTO RAVERS R PUMPKIN PIE TM,The RAVERS ® Pumpkin Pie ™ A
077541,7754,1,#1,ARCTO RAVERS R STRAWBRY FIELDS,Ravers ® Strawberry Fields ™
00295UT,295,UT,LittleOne,ARCTOSTAPHYLOS MASSACHUSETTS,Massachusetts Kinnikinnick
002951,295,1,#1,ARCTOSTAPHYLOS MASSACHUSETTS,Massachusetts Kinnikinnick
002911,291,1,#1,ARDISIA J CHIRIMEN,Chirimen Marlberry
002912,291,2,#2,ARDISIA J CHIRIMEN,Chirimen Marlberry
018291,1829,1,#1,ARDISIA J MIDGEE R,Midgee ® Marlberry
018292,1829,2,#2,ARDISIA J MIDGEE R,Midgee ® Marlberry
051811,5181,1,#1,ARISAEMA FORMOSANUM (7057),
051822,5182,2,#2,ARISAEMA TAIWANENSIS (7091),
00304UT,304,UT,LittleOne,ARMERIA MAR BLOODSTONE,Bloodstone Thrift
003041,304,1,#1,ARMERIA MAR BLOODSTONE,Bloodstone Thrift
00269UT,269,UT,LittleOne,ARMERIA MAR COTTON TAIL,Cotton Tail Thrift
002691,269,1,#1,ARMERIA MAR COTTON TAIL,Cotton Tail Thrift
01946UT,1946,UT,LittleOne,ARMERIA MAR RUBRIFOLIA,Red Leaf Thrift
019461,1946,1,#1,ARMERIA MAR RUBRIFOLIA,Red Leaf Thrift
00089UT,89,UT,LittleOne,ARMERIA MAR SPLENDENS,Splendens Common Thrift
003071,307,1,#1,ARONIA BRILLIANTISSIMA,Brilliant Red Chokeberry
003075,307,5,#5,ARONIA BRILLIANTISSIMA,Brilliant Red Chokeberry
003075MU,307,5MU,#5,ARONIA BRILLIANTISSIMA,Brilliant Red Chokeberry
07593UT,7593,UT,LittleOne,ARTEMISIA DRACUNCULUS,French Tarragon
00311UT,311,UT,LittleOne,ARTEMISIA POWIS CASTLE,Powis Castle Artemisia
003111,311,1,#1,ARTEMISIA POWIS CASTLE,Powis Castle Artemisia
00101UT,101,UT,LittleOne,ARTEMISIA SCHM SILVER MOUND,Silvermound Artemisia
001011,101,1,#1,ARTEMISIA SCHM SILVER MOUND,Silvermound Artemisia
033591,3359,1,#1,ASARUM EUROPAEUM,European Wild Ginger
02912UT,2912,UT,LittleOne,ASARUM SPL QUICKSILVER,Quicksilver Chinese Wild Ginger
029121,2912,1,#1,ASARUM SPL QUICKSILVER,Quicksilver Chinese Wild Ginger
066341,6634,1,#1,ASCLEPIAS CUR SILKY GOLD,Silky Gold Milkweed
066342,6634,2,#2,ASCLEPIAS CUR SILKY GOLD,Silky Gold Milkweed
023592,2359,2,#2,ASCLEPIAS INCARNATA CINDERELLA,Cinderella Butterfly Weed
021911,2191,1,#1,ASCLEPIAS RED BUTTERFLIES,Red Butterflies Milkweed
021912,2191,2,#2,ASCLEPIAS RED BUTTERFLIES,Red Butterflies Milkweed
003161S,316,1S,SuperOne TM,ASCLEPIAS TUBEROSA,Butterfly Weed
00315UT,315,UT,LittleOne,ASPARAGUS MYERS,Foxtail Fern
003151,315,1,#1,ASPARAGUS MYERS,Foxtail Fern
003152,315,2,#2,ASPARAGUS MYERS,Foxtail Fern
003155,315,5,#5,ASPARAGUS MYERS,Foxtail Fern
003301,330,1,#1,ASPARAGUS SPR COMPACTA,Compact Sprenger Asparagus Fern
003451,345,1,#1,ASPIDISTRA ELATIOR,Cast Iron Plant
003452,345,2,#2,ASPIDISTRA ELATIOR,Cast Iron Plant
05185UT,5185,UT,LittleOne,ASTELIA CHATHAMICA,
003401,340,1,#1,ASTER ALMA POTSCHKE,Alma Potschke New England Aster
030091,3009,1,#1,ASTER FARMINGTON PPAF,Farmington Michaelmas Daisy
030091S,3009,1S,SuperOne TM,ASTER FARMINGTON PPAF,Farmington Michaelmas Daisy
003381,338,1,#1,ASTER FRIKARTII MOENCH,Moench Frikartii Aster
021361,2136,1,#1,ASTER LAT PRINCE,Prince Calico Aster
059141,5914,1,#1,ASTER NA ENGLISH COUNTRYSIDE,English Countryside New England Aster
003391,339,1,#1,ASTER NOVI-BELGII ALERT,ALERT NEW YORK ASTER
003471,347,1,#1,ASTER PROF KIPPENBURG,Professor Kippenburg Dwarf Aster
003411,341,1,#1,ASTER PURPLE DOME,Purple Dome New England Aster
003611,361,1,#1,ASTER TRIUMPH,Triumph Aster
023891,2389,1,#1,ASTER WOOD'S BLUE,Wood's Blue New York Aster
001531,153,1,#1,ASTER WOOD'S PINK,Woods Pink New York Aster
025581,2558,1,#1,ASTER WOOD'S PURPLE,Woods Purple New York Aster
00159UT,159,UT,LittleOne,ASTILBE BRIDAL VEIL,Bridal Veil ® Astilbe
001591,159,1,#1,ASTILBE BRIDAL VEIL,Bridal Veil ® Astilbe
003521,352,1,#1,ASTILBE CHINENSIS PUMILA,Chinese Astilbe
003621,362,1,#1,ASTILBE CHINENSIS VISIONS,Visions Astilbe
027551,2755,1,#1,ASTILBE CLR FLSH R LIME P17816,Color Flash ® Lime Astilbe
027501,2750,1,#1,ASTILBE COLOR FLASH R PP17343,Color Flash ® Astilbe
00351UT,351,UT,LittleOne,ASTILBE DEUTSCHLAND,Deutschland Astilbe
003511,351,1,#1,ASTILBE DEUTSCHLAND,Deutschland Astilbe
00350UT,350,UT,LittleOne,ASTILBE FANAL,Fanal Astilbe
003501,350,1,#1,ASTILBE FANAL,Fanal Astilbe
001621,162,1,#1,ASTILBE GRANAT,Granat Astilbe
00163UT,163,UT,LittleOne,ASTILBE HENNIE GRAAFLAND,Hennie Graafland Star Astilbe
001631,163,1,#1,ASTILBE HENNIE GRAAFLAND,Hennie Graafland Star Astilbe
00348UT,348,UT,LittleOne,ASTILBE INSHRIACH PINK,Inshriach Pink Astilbe
003481,348,1,#1,ASTILBE INSHRIACH PINK,Inshriach Pink Astilbe
001641,164,1,#1,ASTILBE JAPONICA EUROPA,Europa Japanese Astilbe
001661,166,1,#1,ASTILBE JAPONICA PEACH BLOSSOM,
034331,3433,1,#1,ASTILBE MAGGIE DALEY,Maggie Daley Astilbe
001671,167,1,#1,ASTILBE MONTGOMERY,Montgomery Astilbe
001681,168,1,#1,ASTILBE RED SENTINEL,Red Sentinel Astilbe
00354UT,354,UT,LittleOne,ASTILBE RHEINLAND,Rheinland Astilbe
003541,354,1,#1,ASTILBE RHEINLAND,Rheinland Astilbe
00353UT,353,UT,LittleOne,ASTILBE SPRITE,Sprite Dwarf Astilbe
059151,5915,1,#1,ASTILBE VISION IN PINK PP11860,Visions in Pink Astilbe
016341,1634,1,#1,ASTILBE VISION IN RED PP11965,Vision In Red Astilbe
017601,1760,1,#1,ASTILBE VISION IN WHITE P18965,
037391,3739,1,#1,ASTILBE WHT SENSATION PP18462,White Sensation Astilbe
003431,343,1,#1,ASTILBE YOUNIQUE WHT TM P19845,Younique White ™ Astilbe
023191,2319,1,#1,ASTRANTIA ABBEY ROAD PP14961,Abbey Road Masterwort
003551,355,1,#1,AUBRIETA ROKEY'S PURPLE,Rokey's Purple Aubrieta
063302,6330,2,#2,AUCUBA J NA55288,
003561,356,1,#1,AUCUBA MR GOLDSTRIKE,Mr. Goldstrike Aucuba
003562,356,2,#2,AUCUBA MR GOLDSTRIKE,Mr. Goldstrike Aucuba
003565,356,5,#5,AUCUBA MR GOLDSTRIKE,Mr. Goldstrike Aucuba
003567,356,7,#7,AUCUBA MR GOLDSTRIKE,Mr. Goldstrike Aucuba
003601,360,1,#1,AUCUBA PICTURATA,Picturata Aucuba
003602,360,2,#2,AUCUBA PICTURATA,Picturata Aucuba
003605,360,5,#5,AUCUBA PICTURATA,Picturata Aucuba
003607,360,7,#7,AUCUBA PICTURATA,Picturata Aucuba
003651,365,1,#1,AUCUBA SERRATIFOLIA,Sawtoothed Japanese Aucuba
003655,365,5,#5,AUCUBA SERRATIFOLIA,Sawtoothed Japanese Aucuba
078761S,7876,1S,SuperOne TM,AZ BLM-A-THON TM DB PK PP21477,Bloom-A-Thon ® Pink Double Rebloom
078762S,7876,2S,SuperTwo,AZ BLM-A-THON TM DB PK PP21477,Bloom-A-Thon ® Pink Double Rebloom
078751S,7875,1S,SuperOne TM,AZ BLM-A-THON TM LVNDR PP21476,Bloom-A-Thon ® Lavender Reblooming
078752S,7875,2S,SuperTwo,AZ BLM-A-THON TM LVNDR PP21476,Bloom-A-Thon ® Lavender Reblooming
078771S,7877,1S,SuperOne TM,AZ BLM-A-THON TM RED PP21562,Bloom-A-Thon ® Red Reblooming Azal
078772S,7877,2S,SuperTwo,AZ BLM-A-THON TM RED PP21562,Bloom-A-Thon ® Red Reblooming Azal
078781S,7878,1S,SuperOne TM,AZ BLM-A-THON TM WHITE PP21512,Bloom-A-Thon ® White Reblooming Az
078782S,7878,2S,SuperTwo,AZ BLM-A-THON TM WHITE PP21512,Bloom-A-Thon ® White Reblooming Az
004401,440,1,#1,AZALEA B ALASKA,Alaska Azalea
004402,440,2,#2,AZALEA B ALASKA,Alaska Azalea
004402PT,440,2PT,#2 PATIO TREE,AZALEA B ALASKA,Alaska Azalea
004405,440,5,#5,AZALEA B ALASKA,Alaska Azalea
004405PT,440,5PT,#5 PATIO TREE,AZALEA B ALASKA,Alaska Azalea
004751,475,1,#1,AZALEA B HAPPY DAYS,Happy Days Azalea
004752,475,2,#2,AZALEA B HAPPY DAYS,Happy Days Azalea
004752PT,475,2PT,#2 PATIO TREE,AZALEA B HAPPY DAYS,Happy Days Azalea
004755,475,5,#5,AZALEA B HAPPY DAYS,Happy Days Azalea
005251,525,1,#1,AZALEA B ROSE GLOW,Rose Glow Azalea
005252,525,2,#2,AZALEA B ROSE GLOW,Rose Glow Azalea
005252PT,525,2PT,#2 PATIO TREE,AZALEA B ROSE GLOW,Rose Glow Azalea
007072,707,2,#2,AZALEA EX CANNON'S DOUBLE,Cannon's Double Azalea
007075,707,5,#5,AZALEA EX CANNON'S DOUBLE,Cannon's Double Azalea
007242,724,2,#2,AZALEA EX DAWN'S CHORUS,Dawn's Chorus Azalea
007245,724,5,#5,AZALEA EX DAWN'S CHORUS,Dawn's Chorus Azalea
007772,777,2,#2,AZALEA EX GOLDEN FLARE,Golden Flare Azalea
007775,777,5,#5,AZALEA EX GOLDEN FLARE,Golden Flare Azalea
008302,830,2,#2,AZALEA EX KLONDYKE,Klondyke Azalea
008305,830,5,#5,AZALEA EX KLONDYKE,Klondyke Azalea
008542,854,2,#2,AZALEA EX RED SUNSET,Red Sunset Azalea
008545,854,5,#5,AZALEA EX RED SUNSET,Red Sunset Azalea
008552,855,2,#2,AZALEA EX SUNSET PINK,Sunset Pink Azalea
008555,855,5,#5,AZALEA EX SUNSET PINK,Sunset Pink Azalea
047652,4765,2,#2,AZALEA FRAGRANT STAR,Fragrant Star Azalea
047655,4765,5,#5,AZALEA FRAGRANT STAR,Fragrant Star Azalea
001811,181,1,#1,AZALEA GA KAREN,Karen Azalea
001812,181,2,#2,AZALEA GA KAREN,Karen Azalea
008451,845,1,#1,AZALEA GA ROSEBUD,Rosebud Azalea
008452,845,2,#2,AZALEA GA ROSEBUD,Rosebud Azalea
007232,723,2,#2,AZALEA GD DELAWARE VALLEY WHT,Delaware Valley White Azalea
001822,182,2,#2,AZALEA GD FASHION,Fashion Azalea
002031,203,1,#1,AZALEA GD RENEE MICHELLE,Renee Michelle Azalea
002032,203,2,#2,AZALEA GD RENEE MICHELLE,Renee Michelle Azalea
007401,740,1,#1,AZALEA GR FUCHSIA,Girard's Fuchsia Azalea
007402,740,2,#2,AZALEA GR FUCHSIA,Girard's Fuchsia Azalea
007402PT,740,2PT,#2 PATIO TREE,AZALEA GR FUCHSIA,Girard's Fuchsia Azalea
007451,745,1,#1,AZALEA GR GIRARD HOT SHOT,Girard's Hot Shot Azalea
007452,745,2,#2,AZALEA GR GIRARD HOT SHOT,Girard's Hot Shot Azalea
007551,755,1,#1,AZALEA GR GIRARD ROBERTA,Girard's Roberta Azalea
007552,755,2,#2,AZALEA GR GIRARD ROBERTA,Girard's Roberta Azalea
007601,760,1,#1,AZALEA GR ROSE,Girard's Rose Azalea
007602,760,2,#2,AZALEA GR ROSE,Girard's Rose Azalea
007602PT,760,2PT,#2 PATIO TREE,AZALEA GR ROSE,Girard's Rose Azalea
002052,205,2,#2,AZALEA GR SAYBROOK GLORY,Saybrook Glory Azalea
002071,207,1,#1,AZALEA GR SILVER SWORD,Silver Sword Azalea
002072,207,2,#2,AZALEA GR SILVER SWORD,Silver Sword Azalea
008001,800,1,#1,AZALEA KF HERBERT,Herbert Azalea
008002,800,2,#2,AZALEA KF HERBERT,Herbert Azalea
008202,820,2,#2,AZALEA KF HOLLAND,Holland Azalea
007191,719,1,#1,AZALEA KR CORAL BELLS,Coral Bells Azalea
008151,815,1,#1,AZALEA KR HINO CRIMSON,Hino-Crimson Azalea
008152,815,2,#2,AZALEA KR HINO CRIMSON,Hino-Crimson Azalea
002092,209,2,#2,AZALEA KR TRADITION,Tradition Azalea
007782,778,2,#2,AZALEA NL GOLDEN LIGHTS,Golden Lights Azalea
008362,836,2,#2,AZALEA NL MANDARIN LIGHTS,Mandarin Lights Azalea
008382,838,2,#2,AZALEA NL ROSY LIGHTS,Rosy Lights Azalea
002132,213,2,#2,AZALEA S AMAGASA,Amagasa Azalea
005601,560,1,#1,AZALEA S BRILLIANT,Brilliant Azalea
005602,560,2,#2,AZALEA S BRILLIANT,Brilliant Azalea
005605,560,5,#5,AZALEA S BRILLIANT,Brilliant Azalea
005605PT,560,5PT,#5 PATIO TREE,AZALEA S BRILLIANT,Brilliant Azalea
005605PTS,560,5PTS,#5 SHORT PATIO TREE,AZALEA S BRILLIANT,Brilliant Azalea
00560M,560,M,#10 Squat,AZALEA S BRILLIANT,Brilliant Azalea
005651,565,1,#1,AZALEA S DUC DE ROHAN,Duc De Rohan Azalea
005655,565,5,#5,AZALEA S DUC DE ROHAN,Duc De Rohan Azalea
002143,214,3,#3,AZALEA S FORMOSA,Formosa Azalea
005751,575,1,#1,AZALEA S GEORGE L TABER,George L. Taber Azalea
005753,575,3,#3,AZALEA S GEORGE L TABER,George L. Taber Azalea
005755,575,5,#5,AZALEA S GEORGE L TABER,George L. Taber Azalea
005755PT,575,5PT,#5 PATIO TREE,AZALEA S GEORGE L TABER,George L. Taber Azalea
005951,595,1,#1,AZALEA S IMP PRINCESS TM,Imperial Princess ™ Azalea
005955,595,5,#5,AZALEA S IMP PRINCESS TM,Imperial Princess ™ Azalea
006001,600,1,#1,AZALEA S IMP QUEEN TM,Imperial Queen ™ Azalea
006002,600,2,#2,AZALEA S IMP QUEEN TM,Imperial Queen ™ Azalea
006101,610,1,#1,AZALEA S L J BOBBINK,L. J. Bobbink Azalea
006102,610,2,#2,AZALEA S L J BOBBINK,L. J. Bobbink Azalea
006105,610,5,#5,AZALEA S L J BOBBINK,L. J. Bobbink Azalea
006051,605,1,#1,AZALEA S LITTLE JOHN,Little John Azalea
006055,605,5,#5,AZALEA S LITTLE JOHN,Little John Azalea
006055PT,605,5PT,#5 PATIO TREE,AZALEA S LITTLE JOHN,Little John Azalea
004831,483,1,#1,AZALEA S MISTRAL,Mistral Azalea
004831PT,483,1PT,#1 PATIO TREE,AZALEA S MISTRAL,Mistral Azalea
004832,483,2,#2,AZALEA S MISTRAL,Mistral Azalea
004835,483,5,#5,AZALEA S MISTRAL,Mistral Azalea
004835PT,483,5PT,#5 PATIO TREE,AZALEA S MISTRAL,Mistral Azalea
006151,615,1,#1,AZALEA S NUCCIO'S CARNIVAL,Nuccio's Carnival Azalea
006155,615,5,#5,AZALEA S NUCCIO'S CARNIVAL,Nuccio's Carnival Azalea
006301,630,1,#1,AZALEA S PHOENICIA,Phoenicia Azalea
006302,630,2,#2,AZALEA S PHOENICIA,Phoenicia Azalea
006305,630,5,#5,AZALEA S PHOENICIA,Phoenicia Azalea
006305PT,630,5PT,#5 PATIO TREE,AZALEA S PHOENICIA,Phoenicia Azalea
006305PTS,630,5PTS,#5 SHORT PATIO TREE,AZALEA S PHOENICIA,Phoenicia Azalea
00630M,630,M,#10 Squat,AZALEA S PHOENICIA,Phoenicia Azalea
006401,640,1,#1,AZALEA S RED RUFFLES,Red Ruffles Azalea
006402,640,2,#2,AZALEA S RED RUFFLES,Red Ruffles Azalea
006402PT,640,2PT,#2 PATIO TREE,AZALEA S RED RUFFLES,Red Ruffles Azalea
006405,640,5,#5,AZALEA S RED RUFFLES,Red Ruffles Azalea
006501,650,1,#1,AZALEA S SOUTHERN CHARM,Southern Charm Azalea
006505,650,5,#5,AZALEA S SOUTHERN CHARM,Southern Charm Azalea
006505PT,650,5PT,#5 PATIO TREE,AZALEA S SOUTHERN CHARM,Southern Charm Azalea
00650M,650,M,#10 Squat,AZALEA S SOUTHERN CHARM,Southern Charm Azalea
007361,736,1,#1,AZALEA SK GETSUTOKU,Getsutoku Azalea
007802,780,2,#2,AZALEA SK GUMPO PINK,Gumpo Pink Azalea
007852,785,2,#2,AZALEA SK GUMPO WHITE,Gumpo White Azalea
008102,810,2,#2,AZALEA SK HIGASA,Higasa Azalea
008271,827,1,#1,AZALEA SK JUKO,Congratulatory Light Azalea
008421,842,1,#1,AZALEA SK NUCCIO'S WILD CHERRY,Nuccio's Wild Cherry Azalea
008422,842,2,#2,AZALEA SK NUCCIO'S WILD CHERRY,Nuccio's Wild Cherry Azalea
008511,851,1,#1,AZALEA SK SHUGETSU,Autumn Moon Azalea
008512,851,2,#2,AZALEA SK SHUGETSU,Autumn Moon Azalea
028573,2857,3,#3,AZALEA SK TOMA NO HADA,Tama No Hada Azalea
049782,4978,2,#2,AZARA MICRO VARIEGATA,Variegated Box-Leaf Azara
049785,4978,5,#5,AZARA MICRO VARIEGATA,Variegated Box-Leaf Azara
049775,4977,5,#5,AZARA MICROPHYLLA,Box-leaf Azara
049795,4979,5,#5,AZARA SERRATA ANDEAN GOLD TM,Andean Gold ™ Saw-toothed Azara
078461,7846,1,#1,BACCHARIS MAGELLANICA,Christmas Bush
035535,3553,5,#5,BAM-BORINDA ANGUSTISSIMA(CLMP),Narrow-Leaved Clumping Bamboo
053491,5349,1,#1,BAM-BORINDA BOLIANA (CLUMP),Giant Blue Bamboo
053492,5349,2,#2,BAM-BORINDA BOLIANA (CLUMP),Giant Blue Bamboo
053495,5349,5,#5,BAM-BORINDA BOLIANA (CLUMP),Giant Blue Bamboo
011385,1138,5,#5,BAMBUSA GOLDEN GODDESS (CLUMP),Golden Goddess Bamboo
011365,1136,5,#5,BAMBUSA M ALPHONSE KARR(CLUMP),Alphonse Karr Bamboo
011369,1136,9,#15,BAMBUSA M ALPHONSE KARR(CLUMP),Alphonse Karr Bamboo
011315,1131,5,#5,BAMBUSA OLDHAMII (CLUMP),Giant Timber Bamboo
011317,1131,7,#7,BAMBUSA OLDHAMII (CLUMP),Giant Timber Bamboo
011325,1132,5,#5,BAMBUSA TULDOIDES (CLUMP),Punting Pole Bamboo
011327,1132,7,#7,BAMBUSA TULDOIDES (CLUMP),Punting Pole Bamboo
