Item#,Item Description
405645LR,RHOD (H-1) AGLO
405643,RHOD (H-1) AGLO
405641LR,RHOD (H-1) AGLO
405702,RHOD (H-1) AMY COTTA
008833,RHOD (H-1) BLACK SATIN
008833LR,RHOD (H-1) BLACK SATIN
03304RP,RHOD (H-1) BOULE DE NEIGE
405713LR,RHOD (H-1) CALSAP
405713,RHOD (H-1) CALSAP
405715,RHOD (H-1) CALSAP
405711LR,RHOD (H-1) CALSAP
00897RP,RHOD (H-1) CANARY ISLANDS
03866M,RHOD (H-1) CAT BOURSAULT VARIG
038661,RHOD (H-1) CAT BOURSAULT VARIG
038665,RHOD (H-1) CAT BOURSAULT VARIG
00905M,RHOD (H-1) CATAW BOURSAULT
009053LR,RHOD (H-1) CATAW BOURSAULT
00905MLR,RHOD (H-1) CATAW BOURSAULT
009055LR,RHOD (H-1) CATAW BOURSAULT
009057,RHOD (H-1) CATAW BOURSAULT
009051LR,RHOD (H-1) CATAW BOURSAULT
405571LR,RHOD (H-1) CATAW GRANDIFLORUM
405573LR,RHOD (H-1) CATAW GRANDIFLORUM
405571,RHOD (H-1) CATAW GRANDIFLORUM
405572,RHOD (H-1) CATAW GRANDIFLORUM
405575,RHOD (H-1) CATAW GRANDIFLORUM
40557M,RHOD (H-1) CATAW GRANDIFLORUM
405577,RHOD (H-1) CATAW GRANDIFLORUM
405573,RHOD (H-1) CATAW GRANDIFLORUM
405575LR,RHOD (H-1) CATAW GRANDIFLORUM
405572LR,RHOD (H-1) CATAW GRANDIFLORUM
009003,RHOD (H-1) CATAWBIENSE ALBUM
009003LR,RHOD (H-1) CATAWBIENSE ALBUM
009001LR,RHOD (H-1) CATAWBIENSE ALBUM
01987P40,RHOD (H-1) CONNECTICUT YANKEE
019871,RHOD (H-1) CONNECTICUT YANKEE
019872,RHOD (H-1) CONNECTICUT YANKEE
019875,RHOD (H-1) CONNECTICUT YANKEE
068325,RHOD (H-1) EDITH BOSLEY
068322,RHOD (H-1) EDITH BOSLEY
009403,RHOD (H-1) ENGLISH ROSEUM
405592,RHOD (H-1) FLORENCE PARKS
405595,RHOD (H-1) FLORENCE PARKS
405597,RHOD (H-1) FLORENCE PARKS
03306RP,RHOD (H-1) GOLFER
00947P40,RHOD (H-1) HAWAII
00947RP,RHOD (H-1) HAWAII
00946RP,RHOD (H-1) HOT DAWN
009463LR,RHOD (H-1) HOT DAWN
00959RC,RHOD (H-1) MADRID
00959RP,RHOD (H-1) MADRID
406025,RHOD (H-1) MAXIMUM COMPACTUM
406022,RHOD (H-1) MAXIMUM COMPACTUM
406022LR,RHOD (H-1) MAXIMUM COMPACTUM
406025LR,RHOD (H-1) MAXIMUM COMPACTUM
406027,RHOD (H-1) MAXIMUM COMPACTUM
405765LR,RHOD (H-1) MAXIMUM PINK
405762,RHOD (H-1) MAXIMUM PINK
405765,RHOD (H-1) MAXIMUM PINK
40576M,RHOD (H-1) MAXIMUM PINK
405767,RHOD (H-1) MAXIMUM PINK
405761,RHOD (H-1) MAXIMUM PINK
405761LR,RHOD (H-1) MAXIMUM PINK
405762LR,RHOD (H-1) MAXIMUM PINK
40576MLR,RHOD (H-1) MAXIMUM PINK
406032,RHOD (H-1) MAXIMUM RED
406035,RHOD (H-1) MAXIMUM RED
406037,RHOD (H-1) MAXIMUM RED
406031LR,RHOD (H-1) MAXIMUM RED
009753,RHOD (H-1) NOVA ZEMBLA
009752LR,RHOD (H-1) NOVA ZEMBLA
009751LR,RHOD (H-1) NOVA ZEMBLA
009753LR,RHOD (H-1) NOVA ZEMBLA
011233LR,RHOD (H-1) OLGA MEZITT
011233,RHOD (H-1) OLGA MEZITT
011235,RHOD (H-1) OLGA MEZITT
011235LR,RHOD (H-1) OLGA MEZITT
011231LR,RHOD (H-1) OLGA MEZITT
011232LR,RHOD (H-1) OLGA MEZITT
011231,RHOD (H-1) OLGA MEZITT
011232,RHOD (H-1) OLGA MEZITT
009803LR,RHOD (H-1) P.J.M.
00980M,RHOD (H-1) P.J.M.
00980MLR,RHOD (H-1) P.J.M.
009801LR,RHOD (H-1) P.J.M.
009807LR,RHOD (H-1) P.J.M.
405803,RHOD (H-1) PINK TREASURE TM
405801,RHOD (H-1) PINK TREASURE TM
405803LR,RHOD (H-1) PINK TREASURE TM
405802,RHOD (H-1) PINK TREASURE TM
405805,RHOD (H-1) PINK TREASURE TM
405807,RHOD (H-1) PINK TREASURE TM
405801LR,RHOD (H-1) PINK TREASURE TM
081872,RHOD (H-1) PJM COMPACTA
030272LR,RHOD (H-1) POHJOLA'S DAUGHTER
030273LR,RHOD (H-1) POHJOLA'S DAUGHTER
009971LR,RHOD (H-1) PURPLE GEM
00857RP,RHOD (H-1) RIO
008571,RHOD (H-1) RIO
008575,RHOD (H-1) RIO
010153,RHOD (H-1) ROSEUM ELEGANS
010153LR,RHOD (H-1) ROSEUM ELEGANS
010155LR,RHOD (H-1) ROSEUM ELEGANS
02018RC,RHOD (H-1) RTR TIP OFF
02018RP,RHOD (H-1) RTR TIP OFF
020182,RHOD (H-1) RTR TIP OFF
020185,RHOD (H-1) RTR TIP OFF
405983LR,RHOD (H-1) SKOOKUM
405982,RHOD (H-1) SKOOKUM
405985,RHOD (H-1) SKOOKUM
405982LR,RHOD (H-1) SKOOKUM
405981,RHOD (H-1) SKOOKUM
405983,RHOD (H-1) SKOOKUM
01028RP,RHOD (H-1) SUMMER GLOW
010285,RHOD (H-1) SUMMER GLOW
406002,RHOD (H-1) TROCADERO
01990P40,RHOD (H-1) WHITE PETER
019901,RHOD (H-1) WHITE PETER
019902,RHOD (H-1) WHITE PETER
019905,RHOD (H-1) WHITE PETER
405852,RHOD (H-1) WILSON
406012LR,RHOD (H-1) WILSONII
405632,RHOD (H-2) ABBY'S RE-VIEW
00881P40,RHOD (H-2) BADEN BADEN
405871LR,RHOD (H-2) BUBBLEGUM
405871,RHOD (H-2) BUBBLEGUM
405872,RHOD (H-2) BUBBLEGUM
405875,RHOD (H-2) BUBBLEGUM
405873,RHOD (H-2) BUBBLEGUM
405873LR,RHOD (H-2) BUBBLEGUM
405722,RHOD (H-2) CATALINA
405725,RHOD (H-2) CATALINA
405732,RHOD (H-2) CHECKMATE
081592,RHOD (H-2) CHERRY CHEESECAKE
081595,RHOD (H-2) CHERRY CHEESECAKE
081593,RHOD (H-2) CHERRY CHEESECAKE
405661,RHOD (H-2) CHIONOIDES
405665LR,RHOD (H-2) CHIONOIDES
405665,RHOD (H-2) CHIONOIDES
40566MLR,RHOD (H-2) CHIONOIDES
405663,RHOD (H-2) CHIONOIDES
405662,RHOD (H-2) CHIONOIDES
405662LR,RHOD (H-2) CHIONOIDES
405663LR,RHOD (H-2) CHIONOIDES
40566M,RHOD (H-2) CHIONOIDES
405667,RHOD (H-2) CHIONOIDES
009203,RHOD (H-2) CUNNINGHAM'S WHITE
405582,RHOD (H-2) DOUBLE BESSE
405582LR,RHOD (H-2) DOUBLE BESSE
405882LR,RHOD (H-2) ERUPTION
405882,RHOD (H-2) ERUPTION
405883LR,RHOD (H-2) ERUPTION
00937RP,RHOD (H-2) FIRECRACKER
405892,RHOD (H-2) GINNY GEE
405892LR,RHOD (H-2) GINNY GEE
068332,RHOD (H-2) HACHMANN'S CHARMANT
068335,RHOD (H-2) HACHMANN'S CHARMANT
405622,RHOD (H-2) HOLDEN'S SOLAR FLR
03311RP,RHOD (H-2) KABARETTE
405742LR,RHOD (H-2) KALINKA
405742,RHOD (H-2) KALINKA
405753,RHOD (H-2) LANDMARK
405752,RHOD (H-2) LANDMARK
405755,RHOD (H-2) LANDMARK
40575M,RHOD (H-2) LANDMARK
405757,RHOD (H-2) LANDMARK
405751LR,RHOD (H-2) LANDMARK
405753LR,RHOD (H-2) LANDMARK
405752LR,RHOD (H-2) LANDMARK
405671LR,RHOD (H-2) MIDNIGHT RUBY
405672,RHOD (H-2) MIDNIGHT RUBY
405671,RHOD (H-2) MIDNIGHT RUBY
405675,RHOD (H-2) MIDNIGHT RUBY
405673LR,RHOD (H-2) MIDNIGHT RUBY
405673,RHOD (H-2) MIDNIGHT RUBY
087072S,RHOD (H-2) MIGHTY TITAN LVNDR
087062S,RHOD (H-2) MIGHTY TITAN PINK
405772,RHOD (H-2) NORTHERN STARBURST
405772LR,RHOD (H-2) NORTHERN STARBURST
405775,RHOD (H-2) NORTHERN STARBURST
405792,RHOD (H-2) PEARCE'S AMERCN BTY
405692,RHOD (H-2) RANGOON
405692LR,RHOD (H-2) RANGOON
01006P40,RHOD (H-2) REBEL
01018RC,RHOD (H-2) SKOOKUMCHUCK
01018RP,RHOD (H-2) SKOOKUMCHUCK
010182,RHOD (H-2) SKOOKUMCHUCK
010185,RHOD (H-2) SKOOKUMCHUCK
405992,RHOD (H-2) SUGAR PUFF
405992LR,RHOD (H-2) SUGAR PUFF
01027RP,RHOD (H-2) TRAIL BLAZER
010275,RHOD (H-2) TRAIL BLAZER
03315RP,RHOD (H-2) VERY BERRY
01045RC,RHOD (H-2) WISSAHICKON
01045RP,RHOD (H-2) WISSAHICKON
406072,RHOD (H-2) YAKU KEN JANECK
406075,RHOD (H-2) YAKU KEN JANECK
406072LR,RHOD (H-2) YAKU KEN JANECK
406082,RHOD (H-2) YAKU PERCY WISEMAN
406082LR,RHOD (H-2) YAKU PERCY WISEMAN
406085,RHOD (H-2) YAKU PERCY WISEMAN
406083,RHOD (H-2) YAKU PERCY WISEMAN
406083LR,RHOD (H-2) YAKU PERCY WISEMAN
406092,RHOD (H-2) YAKU PINK PARASOL
406112LR,RHOD (H-2) YAKU PRINCE
406102,RHOD (H-2) YAKU SOLIDARITY
406105,RHOD (H-2) YAKU SOLIDARITY
405862,RHOD (H-3) BLUE BARON
405862LR,RHOD (H-3) BLUE BARON
008845,RHOD (H-3) BLUE BOY
00894P40,RHOD (H-3) BOW BELLS
00898RP,RHOD (H-3) CARY ANN
00911RP,RHOD (H-3) CREST
00942RP,RHOD (H-3) HUMMINGBIRD
405902LR,RHOD (H-3) ISOLA BELLA
405913LR,RHOD (H-3) LEMON DREAM
405785,RHOD (H-3) NEW CENTURY
405782,RHOD (H-3) NEW CENTURY
405782LR,RHOD (H-3) NEW CENTURY
405962,RHOD (H-3) PATTY BEE
405812,RHOD (H-3) POLARNACHT
405812LR,RHOD (H-3) POLARNACHT
405975,RHOD (H-3) PRPL PASSION PP9981
405972LR,RHOD (H-3) PRPL PASSION PP9981
405971LR,RHOD (H-3) PRPL PASSION PP9981
405971,RHOD (H-3) PRPL PASSION PP9981
405973LR,RHOD (H-3) PRPL PASSION PP9981
405972,RHOD (H-3) PRPL PASSION PP9981
405973,RHOD (H-3) PRPL PASSION PP9981
405977,RHOD (H-3) PRPL PASSION PP9981
405975LR,RHOD (H-3) PRPL PASSION PP9981
405832LR,RHOD (H-3) RABATZ
01010P40,RHOD (H-3) ROSAMUNDI
010102,RHOD (H-3) ROSAMUNDI
01034RP,RHOD (H-3) VAN
01046RC,RHOD (H-3) WILD AFFAIR
01046RP,RHOD (H-3) WILD AFFAIR
406062,RHOD (H-3) YAKU CRETE
406062LR,RHOD (H-3) YAKU CRETE
095321,RHOD MIYAMA TM DOLCEMENTE
095322,RHOD MIYAMA TM DOLCEMENTE
095342,RHOD MIYAMA TM GOLD PRINZ
095332,RHOD MIYAMA TM HCHMN'S PCBELLO
095352,RHOD MIYAMA TM MENDOSINA
00961RP,RHOD MOERHEIM
071991,RHUS OVATA
071995,RHUS OVATA
07098RP,RIBES MALV DANCING TASSELS
406122,RIBES NIGRUM CONSORT
406122LR,RIBES NIGRUM CONSORT
406132,RIBES RUBRUM PERFECTION
406143LR,RIBES SAT WHITE IMPERIAL
406142,RIBES SAT WHITE IMPERIAL
03432M,ROBINIA P PURPLE ROBE
070197PT,ROBINIA P TWISTY BABY TM P9771
070195LR,ROBINIA P TWISTY BABY TM P9771
070193,ROBINIA P TWISTY BABY TM P9771
070197PTLR,ROBINIA P TWISTY BABY TM P9771
070193LR,ROBINIA P TWISTY BABY TM P9771
06972RP,ROSA ADELAIDE HOODLESS
413423,ROSA BEST KEPT SECRET PPTBS
08188RP,ROSA BORN FREE (RED)
08810RP,ROSA DB SFT ORG W/SM RD EY 187
08821RP,ROSA DBL YLW W/SM RED EYE 200
406263,ROSA DEE-LISH R PPAF
098543SPT,ROSA DRIFT R APRICOT PP23354
098553SPT,ROSA DRIFT R CORAL PP19148
098552SLR,ROSA DRIFT R CORAL PP19148
098563SPT,ROSA DRIFT R PEACH PP18542
098562SLR,ROSA DRIFT R PEACH PP18542
022633SPT,ROSA DRIFT R PINK PP18874
022633SPTLR,ROSA DRIFT R PINK PP18874
022632SLR,ROSA DRIFT R PINK PP18874
406313SPT,ROSA DRIFT R POPCORN PPAF
022643SPT,ROSA DRIFT R RED PP17877
022643PT,ROSA DRIFT R RED PP17877
022643SPTLR,ROSA DRIFT R RED PP17877
07009P40,ROSA F.J. GROOTENDORST
07009RP,ROSA F.J. GROOTENDORST
070091,ROSA F.J. GROOTENDORST
070092,ROSA F.J. GROOTENDORST
032942,ROSA FLWR CAR WT SELCTN
05006RP,ROSA FLWR CAR R AZ PAC RED
092772,ROSA FLWR CAR RED SPORT (PINK)
406273,ROSA FRNCIS MEILLAND TM P19970
406352S,ROSA GRETA'S GOT THIS
413433,ROSA ICECAP MEIRADENA PPTBS
08194RP,ROSA JACKQUIE WILLIAMS (PK&WT)
08193RP,ROSA JULIE LINK (ORG-CRM)
036352,ROSA KNCK OUT R CORAL PPAF
040842,ROSA LADY ORANGE SELECTION
04084P32,ROSA LADY ORANGE SELECTION
08189RP,ROSA LITTLE TIGER (PNK & WHT)
406283,ROSA LK-A-LIK TM BOUGAINFEELYA
406373,ROSA LK-A-LIK TM HYDRNGLCS PAF
406213,ROSA LK-A-LIK TM PHLOXY BABY
07016P40,ROSA MORDEN CENTENNIAL
08195RP,ROSA NURSE DONNA (DRK PNK)
079812PT,ROSA ORANGE SUNBLAZE R P4682
08803RP,ROSA ORANGE W/RED EYE 180
08811RP,ROSA ORANGE W/RED EYE 188
406253,ROSA PEACHY KEEN PPAF
07010P40,ROSA PINK GROOTENDORST
07010RP,ROSA PINK GROOTENDORST
070101,ROSA PINK GROOTENDORST
070102,ROSA PINK GROOTENDORST
08219RP,ROSA PIXIE STIX GH3-5-19 P
08211RP,ROSA PIXIE STIX 208-97-11 P-A
08218RP,ROSA PIXIE STIX 294-99-4 Y
08214RP,ROSA PIXIE STIX 74-98 P-Y
03602P40,ROSA RASPBERRY RUGOSTAR R PPAF
03602RP,ROSA RASPBERRY RUGOSTAR R PPAF
036023,ROSA RASPBERRY RUGOSTAR R PPAF
036022,ROSA RASPBERRY RUGOSTAR R PPAF
036025,ROSA RASPBERRY RUGOSTAR R PPAF
406393,ROSA RUBY MEIDILAND R PP13500
069933,ROSA RUGOSA ALBA
071923,ROSA RUGOSA PINK
08812RP,ROSA SCARLET W/RED EYE 189
07012P40,ROSA SIR THOMAS LIPTON
07012RP,ROSA SIR THOMAS LIPTON
070121,ROSA SIR THOMAS LIPTON
070122,ROSA SIR THOMAS LIPTON
08192RP,ROSA SUGAR ELF (LT PNK)
406223,ROSA SUNSHINE DAYDREAM PPAF
406223LR,ROSA SUNSHINE DAYDREAM PPAF
08191RP,ROSA SWEET CHARIOT (PNK)
08190RP,ROSA S3-19 (PNK & ORG)
406233,ROSA TAHITIAN TREASURE TM
406293,ROSA TEQUILA GOLD TM PP18657
07013P40,ROSA THERESE BUGNET
07013RP,ROSA THERESE BUGNET
070131,ROSA THERESE BUGNET
070132,ROSA THERESE BUGNET
406243,ROSA THRIVE! TM RED PPAF
406382S,ROSA VA VA VICTORIA TM PPAF
098583,ROSA WHITE OUT TM PP20273
098583LR,ROSA WHITE OUT TM PP20273
078542,ROSA WINNIPEG PARKS P9122
033522,ROSA-ASSORTED
406153,ROSA-CL BRITE EYES TM PP17391
406153LR,ROSA-CL BRITE EYES TM PP17391
406163,ROSA-CL CANCAN TM PP21430
406173,ROSA-CL CLOUD TEN TM PPTBS
406183LR,ROSA-CL GOLDEN SHOWERS
406183,ROSA-CL GOLDEN SHOWERS
406195,ROSA-CL THE CHARLATAN R P18990
406193,ROSA-CL THE CHARLATAN R P18990
406205,ROSA-CL WNERS CIRCLE TM P19310
406203,ROSA-CL WNERS CIRCLE TM P19310
085681,ROSMARINUS ALCALDE COLD HARDY
085682,ROSMARINUS ALCALDE COLD HARDY
40640RND,ROSMARINUS OFF FOXTAIL
40024RND,ROSMARINUS OFFICINALIS
400241,ROSMARINUS OFFICINALIS
400241S,ROSMARINUS OFFICINALIS
079201,ROSULARIA CHRYSANTHA
406452,RUBUS ARAPAHO THRNLS BLKBRY
406412,RUBUS CHESTER BLACKBERRY
406423LR,RUBUS IDAEUS ANNE GOLDEN RASPB
406423,RUBUS IDAEUS ANNE GOLDEN RASPB
406432,RUBUS IDAEUS JEWEL BLK RASPBRY
406442,RUBUS IDAEUS MEEKER RD RASPBRY
094211,RUBUS KIWI GOLD RASPBERRY
074151S,RUBUS TRIPLE CROWN BLACKBERRY
074151,RUBUS TRIPLE CROWN BLACKBERRY
096024PM,RUBUS X APF-236T
40651UT,RUDBECKIA FULGIDA TOTO MIX
05543PS,RUDBECKIA HIR CAPPUCCINO
05543RP,RUDBECKIA HIR CAPPUCCINO
026141,RUDBECKIA HIR CHEROKEE SUNSET
011692LR,RUDBECKIA HIR INDIAN SUMMER
02615P72,RUDBECKIA HIR PRAIRIE SUN
026151,RUDBECKIA HIR PRAIRIE SUN
406472,RUDBECKIA HIRTA GOLDILOCKS
406482,RUDBECKIA HIRTA MARMALADE
406482LR,RUDBECKIA HIRTA MARMALADE
406492,RUDBECKIA HIRTA RUSTIC COLORS
406492LR,RUDBECKIA HIRTA RUSTIC COLORS
018631,RUDBECKIA LTLE GOLDSTAR P22397
05544PS,RUDBECKIA SOLAR ECLIPSE
05544RP,RUDBECKIA SOLAR ECLIPSE
406501,RUDBECKIA VIETTE'S LITTLE SUZY
01758RP,RUELLIA ELEGANS
097761S,RUELLIA PENINSULARIS
097761,RUELLIA PENINSULARIS
40025RND,RUTA GRAVEOLENS
070467LR,SALIX CAP KILMARNOCK(S C PEND)
406525,SALIX CAPREA
406525LR,SALIX CAPREA
406527PT,SALIX CAPREA
406527PTLR,SALIX CAPREA
01933RP,SALIX FARGESII
039493,SALIX INTEGRA FLAMINGO PP17490
039497PTS,SALIX INTEGRA FLAMINGO PP17490
039497PT,SALIX INTEGRA FLAMINGO PP17490
070613LR,SALIX INTEGRA HAKURO NISHIKI
070617PT,SALIX INTEGRA HAKURO NISHIKI
070617PTLR,SALIX INTEGRA HAKURO NISHIKI
070617PS,SALIX INTEGRA HAKURO NISHIKI
090471,SALVIA AMISTAD PPAF
090471S,SALVIA AMISTAD PPAF
08428RP,SALVIA COMPACTA
08064RND,SALVIA ELGNS GOLDEN DELICIOUS
400261,SALVIA ELGNS PINEAPPLE
40026RND,SALVIA ELGNS PINEAPPLE
09541RP,SALVIA FIRE DANCER
09545RP,SALVIA FLAMENCO ROSE
09542RP,SALVIA GOLDEN GIRL PP23997
09619RP,SALVIA HTWV BRILLIANCE TM PPAF
09622RP,SALVIA HTWV GLARE TM PPAF
09620RP,SALVIA HTWV GLOW TM PPAF
09621RP,SALVIA HTWV RADIANCE TM PPAF
040671,SALVIA LYRATA
08512RP,SALVIA MELLIFERA POINT MUGU
085121,SALVIA MELLIFERA POINT MUGU
40028RND,SALVIA OFFICINALIS AUREA
400281,SALVIA OFFICINALIS AUREA
400281LR,SALVIA OFFICINALIS AUREA
40029RND,SALVIA OFFICINALIS BERGGARTEN
400291,SALVIA OFFICINALIS BERGGARTEN
400291LR,SALVIA OFFICINALIS BERGGARTEN
09544RP,SALVIA ORCHID GLOW PP22520
066891,SALVIA PRAT SERENADE R PPAF
407941,SALVIA SNSATION R DEEP ROS PAF
400271,SALVIA SNSATION R SKY BLUE PAF
400272,SALVIA SNSATION R SKY BLUE PAF
07107RP,SALVIA VICKI ROMO
025551S,SALVIA X TRIDENT TM
025552,SALVIA X TRIDENT TM
018023,SAMBUCUS CANADENSIS
02112P40,SAMBUCUS CANADENSIS AUREA
021124P,SAMBUCUS CANADENSIS AUREA
021125,SAMBUCUS CANADENSIS AUREA
004082,SAMBUCUS N BLACK TOWER TM PPAF
004085,SAMBUCUS N BLACK TOWER TM PPAF
406533S,SAMBUCUS RAC LEMON LACE TM
406532S,SAMBUCUS RAC LEMON LACE TM
406543,SAMBUCUS RAC SUTHERLAND GOLD
406543LR,SAMBUCUS RAC SUTHERLAND GOLD
071624P,SAPONARIA LEM MAX FREI
40655RND,SATUREJA HORTENSIS
07664UT,SAXIFRAGA FORT BERRY BRIGHT TM
076641,SAXIFRAGA FORT BERRY BRIGHT TM
07664RPSA,SAXIFRAGA FORT BERRY BRIGHT TM
40161UT,SAXIFRAGA X PETER PAN
40161RND,SAXIFRAGA X PETER PAN
088961,SCABIOSA COL GIGA TM BLUE
090874PM,SCHEF GRACILIS DH156
090864PM,SCHEF GRACILIS DH95
090884PM,SCHEF HOI FANTSIPANENSIS DH165
090924PM,SCHEF MACROPHYLLA DH181
09092Z,SCHEF MACROPHYLLA DH181
090925,SCHEF MACROPHYLLA DH181
043885,SCHEFFLERA GRACILIS 8129 DJHV8
043882,SCHEFFLERA GRACILIS 8129 DJHV8
043887,SCHEFFLERA GRACILIS 8129 DJHV8
043915,SCHEFFLERA HOI (8171) DJHV8
043917,SCHEFFLERA HOI (8171) DJHV8
093371,SCHEFFLERA HWJ1018
04784M,SCHEFFLERA MACROPHYLA-VIETNAM
052952,SCHEFFLERA TAIWANIANA (7036)
052965,SCHEFFLERA TAIWANIANA (7043)
052985,SCHEFFLERA TAIWANIANA (7083)
075762,SCHIZOPHRAGMA E RED RHAPSODY R
075765,SCHIZOPHRAGMA E RED RHAPSODY R
043465,SCHIZOPHRAGMA ELLIP 8170 DJHV8
043462,SCHIZOPHRAGMA ELLIP 8170 DJHV8
055412,SCHIZOPHRAGMA LACY HEARTS TM
043445,SCHIZOPHRAGMA MEGA 8114 DJHC8
032873P,SCIADOPITYS V JOE KOZEY
03287M,SCIADOPITYS V JOE KOZEY
063691,SEDUM ALB MEDIOVARIEGATUM
079221,SEDUM ANGELICUM
40659FLT,SEDUM BERTRAM ANDERSON
038991,SEDUM BLADE RUNNER
092351,SEDUM ELSIE GOLD PP20368
05546PS,SEDUM EMPEROR'S WAVE
05546RP,SEDUM EMPEROR'S WAVE
055461,SEDUM EMPEROR'S WAVE
069751,SEDUM GLAUCOPHYLLUM
08459RP,SEDUM HAK CHOCOLATE BALL
047242,SEDUM HOT STUFF P17212
40162UT,SEDUM HUMIFUSUM
40162RND,SEDUM HUMIFUSUM
065071,SEDUM KAMTSCHATICUM
079231,SEDUM LITTLE GEM
093381,SEDUM MAXIMUM GRAHAM GOUGH
079241,SEDUM OBTUSATUM
07077P40,SEDUM RED CARPET
07077P72,SEDUM RED CARPET
40163UT,SEDUM SEXANGULARE
40163RND,SEDUM SEXANGULARE
40163RNDLR,SEDUM SEXANGULARE
406601S,SEDUM SUNSPARLKER R BL PRL PAF
407952,SEDUM T REX
407951,SEDUM T REX
042721,SEDUM TATARINOWII
40661FLT,SEDUM WEIHENSTEPHNR GOLD
05716P72,SEDUM X AUTUMN CHARM PP14421
057161,SEDUM X AUTUMN CHARM PP14421
039001,SEDUM X CARL
08673UT,SEMPERVIVUM ARACH COBWEB
069881,SEMPERVIVUM JUNGLE SHADOWS
053881,SEMPERVIVUM MOUNT HOOD
05388UT,SEMPERVIVUM MOUNT HOOD
08613UT,SEMPERVIVUM REGAL
40664UT,SEMPERVIVUM TEC RED BEAUTY
40664RND,SEMPERVIVUM TEC RED BEAUTY
40665UT,SENECIO KILIMANJARO
081211,SMILACINA RACEMOSA
099991,SOIL IN BAGS-CRAFTSMEN
094753,SORBARIA SORB SEM PP16336
094753LR,SORBARIA SORB SEM PP16336
097751S,SPHAERALCEA AMBIGUA
097751,SPHAERALCEA AMBIGUA
407962,SPIGELIA MARI LITTLE REDHEAD
07169P40,SPIRAEA ALBIFLORA
071691,SPIRAEA ALBIFLORA
071694P,SPIRAEA ALBIFLORA
071695,SPIRAEA ALBIFLORA
071692,SPIRAEA ALBIFLORA
086413S,SPIRAEA BET GLOW GIRL TM
408161S,SPIRAEA DBLPLAY R BL KZO TMPAF
408162S,SPIRAEA DBLPLAY R BL KZO TMPAF
07124P40,SPIRAEA DEN SUMMER SONG R
02080P40,SPIRAEA JAP DAKOTA GOLDCHARM R
020801,SPIRAEA JAP DAKOTA GOLDCHARM R
020802,SPIRAEA JAP DAKOTA GOLDCHARM R
020805,SPIRAEA JAP DAKOTA GOLDCHARM R
406683,SPIRAEA JAP WHITE GOLD
060485,STACHYURUS YUNNANENSIS
060482,STACHYURUS YUNNANENSIS
406701,STEPHANANDRA INC CRISPA
406717,STEWARTIA KOREANA
406717LR,STEWARTIA KOREANA
068557,STEWARTIA MONADELPHA
071597LR,STEWARTIA PSEUDOCAMELLIA
406721,STOKESIA LAEVIS BLUE DANUBE
406722,STOKESIA LAEVIS BLUE DANUBE
406721LR,STOKESIA LAEVIS BLUE DANUBE
406722LR,STOKESIA LAEVIS BLUE DANUBE
407971,STOKESIA LAEVIS PEACHIE'S PICK
09548RP,STRELITZIA JUNCEA
04304PS,STRELITZIA REG YELLOW SELECT
05575P40,STROBILANTHES GOSSYPINUS
090501S,STROBILANTHES PERSIAN SHIELD
03296M,STYRAX EMERALD PAGODA
04536RP,STYRAX FORMOSANUS RUTER
045365,STYRAX FORMOSANUS RUTER
03298M,STYRAX FRAG FOUNTAIN TM P19664
032985,STYRAX FRAG FOUNTAIN TM P19664
032987,STYRAX FRAG FOUNTAIN TM P19664
406747,STYRAX JAP SNOWCONE
07176P40,SYMPH ALBA LAEVIGATUS
07176RP,SYMPH ALBA LAEVIGATUS
071761,SYMPH ALBA LAEVIGATUS
406753LR,SYMPH CANDY SENSATION P20931
406753,SYMPH CANDY SENSATION P20931
406763,SYMPH SWEET SENSATION PPAF
406763LR,SYMPH SWEET SENSATION PPAF
07171P40,SYMPH X MARLEEN TM PP14536
071712,SYMPH X MARLEEN TM PP14536
071715,SYMPH X MARLEEN TM PP14536
086431S,SYRINGA BLOOMERNG R DK PPL PAF
086432S,SYRINGA BLOOMERNG R DK PPL PAF
086435,SYRINGA BLOOMERNG R DK PPL PAF
086433S,SYRINGA BLOOMERNG R DK PPL PAF
406803S,SYRINGA BLOOMERNG R PNK PRFM
406807,SYRINGA BLOOMERNG R PNK PRFM
406805,SYRINGA BLOOMERNG R PNK PRFM
406801S,SYRINGA BLOOMERNG R PNK PRFM
406802S,SYRINGA BLOOMERNG R PNK PRFM
03399RP,SYRINGA HYA CALIFORNIA ROSE
02892RC,SYRINGA JUL GEORGE EASTMAN
02892RP,SYRINGA JUL GEORGE EASTMAN
406823,SYRINGA KRASAVITSA MOSKVY
406823LR,SYRINGA KRASAVITSA MOSKVY
406833,SYRINGA MAIDENS BLUSH
406833LR,SYRINGA MAIDENS BLUSH
406843,SYRINGA PRESIDENT GREVY
406843LR,SYRINGA PRESIDENT GREVY
406845LR,SYRINGA PRESIDENT GREVY
406853LR,SYRINGA PRESIDENT POINCAIRE
406853,SYRINGA PRESIDENT POINCAIRE
071937,SYRINGA RET IVORY SILK
406867,SYRINGA RET SNWDNC TM P20458
071854P,"SYRINGA RET 30"" ROOTSTOCK"
086422S,SYRINGA SCNT & SNSIBILTY TM PK
086423S,SYRINGA SCNT & SNSIBILTY TM PK
406813,SYRINGA SGR PLM FAIRY R P15588
406815,SYRINGA SGR PLM FAIRY R P15588
406815LR,SYRINGA SGR PLM FAIRY R P15588
012163,SYRINGA TINKERBELLE R P12294
